S/N		Word	Frequency
6136		text	1
6137		text	1
6138		text	1
6139		text	1
6140		text	1
6141		text	1
6142		text	1
6143		text	1
6144		text	1
6145		text	1
6146		text	1
6147		text	1
6148		text	1
6149		text	1
6150		text	1
6151		text	1
6152		text	1
6153		text	1
6154		text	1
6155		text	1
6156		text	1
6157		text	1
6158		text	1
6159		text	1
6160		text	1
6161		text	1
6162		text	1
6163		text	1
6164		text	1
6165		text	1
6166		text	1
6167		text	1
6168		text	1
6169		text	1
6170		text	1
6171		text	1
6172		text	1
6173		text	1
6174		text	1
6175		text	1
6176		text	1
6177		text	1
6178		text	1
6179		text	1
6180		text	1
6181		text	1
6182		text	1
6183		text	1
6184		text	1
6185		text	1
6186		text	1
6187		text	1
6188		text	1
6189		text	1
6190		text	1
6191		text	1
6192		text	1
6193		text	1
6194		text	1
6195		text	1
6196		text	1
6197		text	1
6198		text	1
6199		text	1
6200		text	1
6201		text	1
6202		text	1
6203		text	1
6204		text	1
6205		text	1
6206		text	1
6207		text	1
6208		text	1
6209		text	1
6210		text	1
6211		text	1
6212		text	1
6213		text	1
6214		text	1
6215		text	1
6216		text	1
6217		text	1
6218		text	1
6219		text	1
6220		text	1
6221		text	1
6222		text	1
6223		text	1
6224		text	1
6225		text	1
6226		text	1
6227		text	1
6228		text	1
6229		text	1
6230		text	1
6231		text	1
6232		text	1
6233		text	1
6234		text	1
6235		text	1
6236		text	1
6237		text	1
6238		text	1
6239		text	1
6240		text	1
6241		text	1
6242		text	1
6243		text	1
6244		text	1
6245		text	1
6246		text	1
6247		text	1
6248		text	1
6249		text	1
6250		text	1
6251		text	1
6252		text	1
6253		text	1
6254		text	1
6255		text	1
6256		text	1
6257		text	1
6258		text	1
6259		text	1
6260		text	1
6261		text	1
6262		text	1
6263		text	1
6264		text	1
6265		text	1
6266		text	1
6267		text	1
6268		text	1
6269		text	1
6270		text	1
6271		text	1
6272		text	1
6273		text	1
6274		text	1
6275		text	1
6276		text	1
6277		text	1
6278		text	1
6279		text	1
6280		text	1
6281		text	1
6282		text	1
6283		text	1
6284		text	1
6285		text	1
6286		text	1
6287		text	1
6288		text	1
6289		text	1
6290		text	1
6291		text	1
6292		text	1
6293		text	1
6294		text	1
6295		text	1
6296		text	1
6297		text	1
6298		text	1
6299		text	1
6300		text	1
6301		text	1
6302		text	1
6303		text	1
6304		text	1
6305		text	1
6306		text	1
6307		text	1
6308		text	1
6309		text	1
6310		text	1
6311		text	1
6312		text	1
6313		text	1
6314		text	1
6315		text	1
6316		text	1
6317		text	1
6318		text	1
6319		text	1
6320		text	1
6321		text	1
6322		text	1
6323		text	1
6324		text	1
6325		text	1
6326		text	1
6327		text	1
6328		text	1
6329		text	1
6330		text	1
6331		text	1
6332		text	1
6333		text	1
6334		text	1
6335		text	1
6336		text	1
6337		text	1
6338		text	1
6339		text	1
6340		text	1
6341		text	1
6342		text	1
6343		text	1
6344		text	1
6345		text	1
6346		text	1
6347		text	1
6348		text	1
6349		text	1
6350		text	1
6351		text	1
6352		text	1
6353		text	1
6354		text	1
6355		text	1
6356		text	1
6357		text	1
6358		text	1
6359		text	1
6360		text	1
6361		text	1
6362		text	1
6363		text	1
6364		text	1
6365		text	1
6366		text	1
6367		text	1
6368		text	1
6369		text	1
6370		text	1
6371		text	1
6372		text	1
6373		text	1
6374		text	1
6375		text	1
6376		text	1
6377		text	1
6378		text	1
6379		text	1
6380		text	1
6381		text	1
6382		text	1
6383		text	1
6384		text	1
6385		text	1
6386		text	1
6387		text	1
6388		text	1
6389		text	1
6390		text	1
6391		text	1
6392		text	1
6393		text	1
6394		text	1
